customer_id,customer_name,email,registration_date,customer_type
CUST0188,Customer 188,customer188@example.com,2021-07-26,REGULAR
CUST0189,Customer 189,customer189@example.com,2020-04-12,PREMIUM
CUST0190,Customer 190,customer190@example.com,2020-06-23,REGULAR
CUST0191,Customer 191,customer191@example.com,2022-08-10,PREMIUM
CUST0192,Customer 192,customer192@example.com,2021-01-10,PREMIUM
CUST0193,Customer 193,customer193@example.com,2021-07-25,REGULAR
CUST0194,Customer 194,customer194@example.com,2022-09-04,REGULAR
CUST0195,Customer 195,customer195@example.com,2021-07-23,PREMIUM
CUST0196,Customer 196,customer196@example.com,2022-09-01,VIP
CUST0197,Customer 197,customer197@example.com,2020-11-11,VIP
CUST0198,Customer 198,customer198@example.com,2021-02-10,REGULAR
CUST0199,Customer 199,customer199@example.com,2021-08-28,PREMIUM
CUST0200,Customer 200,customer200@example.com,2022-02-22,REGULAR
CUST0201,Customer 201,customer201@example.com,2022-03-05,REGULAR
CUST0202,Customer 202,customer202@example.com,2022-07-16,PREMIUM
CUST0203,Customer 203,customer203@example.com,2021-05-24,VIP
CUST0204,Customer 204,customer204@example.com,2020-08-19,VIP
CUST0205,Customer 205,customer205@example.com,2022-01-16,PREMIUM
CUST0206,Customer 206,customer206@example.com,2021-03-04,REGULAR
CUST0207,Customer 207,customer207@example.com,2022-02-26,PREMIUM
CUST0208,Customer 208,customer208@example.com,2020-03-08,PREMIUM
CUST0209,Customer 209,customer209@example.com,2022-07-09,VIP
CUST0210,Customer 210,customer210@example.com,2021-12-12,REGULAR
CUST0211,Customer 211,customer211@example.com,2020-08-07,VIP
CUST0212,Customer 212,customer212@example.com,2022-05-22,VIP
CUST0213,Customer 213,customer213@example.com,2021-07-03,PREMIUM
CUST0214,Customer 214,customer214@example.com,2021-11-24,PREMIUM
CUST0215,Customer 215,customer215@example.com,2022-02-21,VIP
CUST0216,Customer 216,customer216@example.com,2021-05-10,PREMIUM
CUST0217,Customer 217,customer217@example.com,2021-04-19,REGULAR
CUST0218,Customer 218,customer218@example.com,2020-08-06,VIP
CUST0219,Customer 219,customer219@example.com,2022-09-24,VIP
CUST0220,Customer 220,customer220@example.com,2021-10-21,REGULAR
CUST0221,Customer 221,customer221@example.com,2022-11-22,PREMIUM
CUST0222,Customer 222,customer222@example.com,2020-11-26,VIP
CUST0223,Customer 223,customer223@example.com,2022-01-24,VIP
CUST0224,Customer 224,customer224@example.com,2022-01-22,VIP
CUST0225,Customer 225,customer225@example.com,2021-10-10,PREMIUM
CUST0226,Customer 226,customer226@example.com,2021-03-23,REGULAR
CUST0227,Customer 227,customer227@example.com,2021-08-11,VIP
CUST0228,Customer 228,customer228@example.com,2022-11-23,PREMIUM
CUST0229,Customer 229,customer229@example.com,2021-08-22,PREMIUM
CUST0230,Customer 230,customer230@example.com,2020-07-22,REGULAR
CUST0231,Customer 231,customer231@example.com,2022-07-09,PREMIUM
CUST0232,Customer 232,customer232@example.com,2021-12-27,PREMIUM
CUST0233,Customer 233,customer233@example.com,2022-08-14,REGULAR
CUST0234,Customer 234,customer234@example.com,2020-12-28,REGULAR
CUST0235,Customer 235,customer235@example.com,2022-05-18,VIP
CUST0236,Customer 236,customer236@example.com,2021-12-01,VIP
CUST0237,Customer 237,customer237@example.com,2021-08-05,REGULAR
CUST0238,Customer 238,customer238@example.com,2021-01-10,VIP
CUST0239,Customer 239,customer239@example.com,2022-02-21,REGULAR
CUST0240,Customer 240,customer240@example.com,2022-01-20,VIP
CUST0241,Customer 241,customer241@example.com,2022-04-05,REGULAR
CUST0242,Customer 242,customer242@example.com,2020-06-28,REGULAR
CUST0243,Customer 243,customer243@example.com,2020-02-16,REGULAR
CUST0244,Customer 244,customer244@example.com,2020-07-06,PREMIUM
CUST0245,Customer 245,customer245@example.com,2021-04-07,REGULAR
CUST0246,Customer 246,customer246@example.com,2021-12-28,REGULAR
CUST0247,Customer 247,customer247@example.com,2022-03-10,VIP
CUST0248,Customer 248,customer248@example.com,2020-05-22,VIP
CUST0249,Customer 249,customer249@example.com,2021-06-17,REGULAR
CUST0250,Customer 250,customer250@example.com,2020-03-05,VIP
CUST0251,Customer 251,customer251@example.com,2020-02-28,VIP
CUST0252,Customer 252,customer252@example.com,2022-03-18,PREMIUM
CUST0253,Customer 253,customer253@example.com,2021-03-17,REGULAR
CUST0254,Customer 254,customer254@example.com,2020-09-13,PREMIUM
CUST0255,Customer 255,customer255@example.com,2020-07-09,REGULAR
CUST0256,Customer 256,customer256@example.com,2020-07-17,PREMIUM
CUST0257,Customer 257,customer257@example.com,2020-04-17,PREMIUM
CUST0258,Customer 258,customer258@example.com,2021-08-25,REGULAR
CUST0259,Customer 259,customer259@example.com,2020-10-17,PREMIUM
CUST0260,Customer 260,customer260@example.com,2021-12-13,VIP
CUST0261,Customer 261,customer261@example.com,2020-06-05,PREMIUM
CUST0262,Customer 262,customer262@example.com,2022-09-20,PREMIUM
CUST0263,Customer 263,customer263@example.com,2021-03-14,PREMIUM
CUST0264,Customer 264,customer264@example.com,2020-05-13,REGULAR
CUST0265,Customer 265,customer265@example.com,2021-01-09,REGULAR
CUST0266,Customer 266,customer266@example.com,2021-03-05,REGULAR
CUST0267,Customer 267,customer267@example.com,2020-07-25,REGULAR
CUST0268,Customer 268,customer268@example.com,2020-07-28,VIP
CUST0269,Customer 269,customer269@example.com,2021-05-02,VIP
CUST0270,Customer 270,customer270@example.com,2021-02-14,VIP
CUST0271,Customer 271,customer271@example.com,2022-03-26,PREMIUM
CUST0272,Customer 272,customer272@example.com,2021-05-14,VIP
CUST0273,Customer 273,customer273@example.com,2022-08-25,REGULAR
CUST0274,Customer 274,customer274@example.com,2022-10-11,PREMIUM
CUST0275,Customer 275,customer275@example.com,2021-12-19,PREMIUM
CUST0276,Customer 276,customer276@example.com,2020-03-22,PREMIUM
CUST0277,Customer 277,customer277@example.com,2020-02-11,PREMIUM
CUST0278,Customer 278,customer278@example.com,2020-02-22,PREMIUM
CUST0279,Customer 279,customer279@example.com,2021-09-16,VIP
CUST0280,Customer 280,customer280@example.com,2022-09-15,VIP
CUST0281,Customer 281,customer281@example.com,2021-07-30,VIP
CUST0282,Customer 282,customer282@example.com,2021-07-12,VIP
CUST0283,Customer 283,customer283@example.com,2021-11-10,VIP
CUST0284,Customer 284,customer284@example.com,2022-06-14,VIP
CUST0285,Customer 285,customer285@example.com,2021-10-27,PREMIUM
CUST0286,Customer 286,customer286@example.com,2022-06-09,PREMIUM
CUST0287,Customer 287,customer287@example.com,2022-08-24,REGULAR
CUST0288,Customer 288,customer288@example.com,2021-10-05,VIP
CUST0289,Customer 289,customer289@example.com,2020-05-08,VIP
CUST0290,Customer 290,customer290@example.com,2021-06-23,REGULAR
CUST0291,Customer 291,customer291@example.com,2020-10-17,VIP
CUST0292,Customer 292,customer292@example.com,2021-01-25,VIP
CUST0293,Customer 293,customer293@example.com,2020-10-05,VIP
CUST0294,Customer 294,customer294@example.com,2021-11-24,PREMIUM
CUST0295,Customer 295,customer295@example.com,2020-10-10,VIP
CUST0296,Customer 296,customer296@example.com,2020-12-20,PREMIUM
CUST0297,Customer 297,customer297@example.com,2021-05-25,VIP
CUST0298,Customer 298,customer298@example.com,2022-01-08,VIP
CUST0299,Customer 299,customer299@example.com,2021-12-07,REGULAR
CUST0300,Customer 300,customer300@example.com,2020-04-09,VIP
CUST0301,Customer 301,customer301@example.com,2020-06-29,REGULAR
CUST0302,Customer 302,customer302@example.com,2021-03-22,PREMIUM
CUST0303,Customer 303,customer303@example.com,2022-12-17,VIP
CUST0304,Customer 304,customer304@example.com,2022-02-08,VIP
CUST0305,Customer 305,customer305@example.com,2021-05-02,REGULAR
CUST0306,Customer 306,customer306@example.com,2020-05-31,REGULAR
CUST0307,Customer 307,customer307@example.com,2022-12-01,VIP
CUST0308,Customer 308,customer308@example.com,2020-10-26,REGULAR
CUST0309,Customer 309,customer309@example.com,2022-07-10,PREMIUM
CUST0310,Customer 310,customer310@example.com,2021-04-03,PREMIUM
CUST0311,Customer 311,customer311@example.com,2022-09-27,REGULAR
CUST0312,Customer 312,customer312@example.com,2022-03-09,PREMIUM
CUST0313,Customer 313,customer313@example.com,2022-10-18,VIP
CUST0314,Customer 314,customer314@example.com,2020-11-04,PREMIUM
CUST0315,Customer 315,customer315@example.com,2022-07-25,PREMIUM
CUST0316,Customer 316,customer316@example.com,2021-10-01,REGULAR
CUST0317,Customer 317,customer317@example.com,2021-04-17,PREMIUM
CUST0318,Customer 318,customer318@example.com,2020-06-15,PREMIUM
CUST0319,Customer 319,customer319@example.com,2020-04-23,VIP
CUST0320,Customer 320,customer320@example.com,2020-09-03,PREMIUM
CUST0321,Customer 321,customer321@example.com,2021-09-06,REGULAR
CUST0322,Customer 322,customer322@example.com,2020-06-27,VIP
CUST0323,Customer 323,customer323@example.com,2020-06-15,VIP
CUST0324,Customer 324,customer324@example.com,2021-08-02,PREMIUM
CUST0325,Customer 325,customer325@example.com,2020-04-15,REGULAR
CUST0326,Customer 326,customer326@example.com,2021-01-23,PREMIUM
CUST0327,Customer 327,customer327@example.com,2021-06-09,REGULAR
CUST0328,Customer 328,customer328@example.com,2022-01-16,PREMIUM
CUST0329,Customer 329,customer329@example.com,2020-05-07,PREMIUM
CUST0330,Customer 330,customer330@example.com,2021-12-28,VIP
CUST0331,Customer 331,customer331@example.com,2022-03-20,VIP
CUST0332,Customer 332,customer332@example.com,2022-10-06,REGULAR
CUST0333,Customer 333,customer333@example.com,2020-06-08,PREMIUM
CUST0334,Customer 334,customer334@example.com,2020-05-15,VIP
CUST0335,Customer 335,customer335@example.com,2020-11-27,REGULAR
CUST0336,Customer 336,customer336@example.com,2022-03-03,VIP
CUST0337,Customer 337,customer337@example.com,2021-06-13,PREMIUM
CUST0338,Customer 338,customer338@example.com,2022-01-02,PREMIUM
CUST0339,Customer 339,customer339@example.com,2020-03-14,PREMIUM
CUST0340,Customer 340,customer340@example.com,2022-12-14,PREMIUM
CUST0341,Customer 341,customer341@example.com,2021-07-06,VIP
CUST0342,Customer 342,customer342@example.com,2020-12-09,VIP
CUST0343,Customer 343,customer343@example.com,2020-07-16,REGULAR
CUST0344,Customer 344,customer344@example.com,2022-09-02,PREMIUM
CUST0345,Customer 345,customer345@example.com,2022-10-02,VIP
CUST0346,Customer 346,customer346@example.com,2021-07-30,VIP
CUST0347,Customer 347,customer347@example.com,2022-05-27,PREMIUM
CUST0348,Customer 348,customer348@example.com,2022-06-20,PREMIUM
CUST0349,Customer 349,customer349@example.com,2020-09-27,VIP
CUST0350,Customer 350,customer350@example.com,2020-01-03,PREMIUM
CUST0351,Customer 351,customer351@example.com,2021-11-17,PREMIUM
CUST0352,Customer 352,customer352@example.com,2020-09-17,VIP
CUST0353,Customer 353,customer353@example.com,2021-06-22,VIP
CUST0354,Customer 354,customer354@example.com,2021-04-16,VIP
CUST0355,Customer 355,customer355@example.com,2022-06-25,PREMIUM
CUST0356,Customer 356,customer356@example.com,2021-08-18,PREMIUM
CUST0357,Customer 357,customer357@example.com,2020-10-04,PREMIUM
CUST0358,Customer 358,customer358@example.com,2022-03-27,VIP
CUST0359,Customer 359,customer359@example.com,2020-07-23,PREMIUM
CUST0360,Customer 360,customer360@example.com,2022-04-27,REGULAR
CUST0361,Customer 361,customer361@example.com,2020-01-15,PREMIUM
CUST0362,Customer 362,customer362@example.com,2022-03-09,REGULAR
CUST0363,Customer 363,customer363@example.com,2022-04-20,PREMIUM
CUST0364,Customer 364,customer364@example.com,2021-05-19,PREMIUM
CUST0365,Customer 365,customer365@example.com,2022-12-10,PREMIUM
CUST0366,Customer 366,customer366@example.com,2020-08-20,VIP
CUST0367,Customer 367,customer367@example.com,2021-01-10,REGULAR
CUST0368,Customer 368,customer368@example.com,2022-07-22,REGULAR
CUST0369,Customer 369,customer369@example.com,2021-05-04,REGULAR
CUST0370,Customer 370,customer370@example.com,2020-04-27,VIP
CUST0371,Customer 371,customer371@example.com,2022-03-06,REGULAR
CUST0372,Customer 372,customer372@example.com,2021-05-14,VIP
CUST0373,Customer 373,customer373@example.com,2022-05-28,PREMIUM
CUST0374,Customer 374,customer374@example.com,2020-05-12,VIP
CUST0375,Customer 375,customer375@example.com,2020-05-11,VIP
CUST0376,Customer 376,customer376@example.com,2022-09-22,PREMIUM
CUST0377,Customer 377,customer377@example.com,2022-02-01,VIP
CUST0378,Customer 378,customer378@example.com,2022-07-21,VIP
CUST0379,Customer 379,customer379@example.com,2021-07-29,REGULAR
CUST0380,Customer 380,customer380@example.com,2022-06-21,VIP
CUST0381,Customer 381,customer381@example.com,2022-07-30,REGULAR
CUST0382,Customer 382,customer382@example.com,2020-02-03,REGULAR
CUST0383,Customer 383,customer383@example.com,2021-12-27,PREMIUM
CUST0384,Customer 384,customer384@example.com,2022-09-19,VIP
CUST0385,Customer 385,customer385@example.com,2022-11-04,PREMIUM
CUST0386,Customer 386,customer386@example.com,2021-12-23,VIP
CUST0387,Customer 387,customer387@example.com,2020-01-16,PREMIUM
CUST0388,Customer 388,customer388@example.com,2020-02-25,PREMIUM
CUST0389,Customer 389,customer389@example.com,2021-07-10,VIP
CUST0390,Customer 390,customer390@example.com,2021-08-20,PREMIUM
CUST0391,Customer 391,customer391@example.com,2020-12-22,PREMIUM
CUST0392,Customer 392,customer392@example.com,2022-06-04,VIP
CUST0393,Customer 393,customer393@example.com,2022-01-19,VIP
CUST0394,Customer 394,customer394@example.com,2022-08-16,PREMIUM
CUST0395,Customer 395,customer395@example.com,2021-09-30,PREMIUM
CUST0396,Customer 396,customer396@example.com,2020-11-05,PREMIUM
CUST0397,Customer 397,customer397@example.com,2020-10-15,VIP
CUST0398,Customer 398,customer398@example.com,2022-10-28,REGULAR
CUST0399,Customer 399,customer399@example.com,2020-06-28,REGULAR
CUST0400,Customer 400,customer400@example.com,2021-10-01,PREMIUM
CUST0401,Customer 401,customer401@example.com,2021-12-14,VIP
CUST0402,Customer 402,customer402@example.com,2020-06-22,REGULAR
CUST0403,Customer 403,customer403@example.com,2020-06-02,REGULAR
CUST0404,Customer 404,customer404@example.com,2021-05-22,REGULAR
CUST0405,Customer 405,customer405@example.com,2020-03-24,REGULAR
CUST0406,Customer 406,customer406@example.com,2020-12-30,VIP
CUST0407,Customer 407,customer407@example.com,2022-06-07,PREMIUM
CUST0408,Customer 408,customer408@example.com,2021-08-19,VIP
CUST0409,Customer 409,customer409@example.com,2021-01-31,PREMIUM
CUST0410,Customer 410,customer410@example.com,2020-09-25,REGULAR
CUST0411,Customer 411,customer411@example.com,2022-04-16,PREMIUM
CUST0412,Customer 412,customer412@example.com,2020-02-03,VIP
CUST0413,Customer 413,customer413@example.com,2020-06-03,PREMIUM
CUST0414,Customer 414,customer414@example.com,2021-09-13,REGULAR
CUST0415,Customer 415,customer415@example.com,2022-01-22,REGULAR
CUST0416,Customer 416,customer416@example.com,2020-11-25,PREMIUM
CUST0417,Customer 417,customer417@example.com,2021-08-13,VIP
CUST0418,Customer 418,customer418@example.com,2020-03-27,REGULAR
CUST0419,Customer 419,customer419@example.com,2020-07-25,VIP
CUST0420,Customer 420,customer420@example.com,2020-03-16,REGULAR
CUST0421,Customer 421,customer421@example.com,2021-08-05,VIP
CUST0422,Customer 422,customer422@example.com,2020-04-18,VIP
CUST0423,Customer 423,customer423@example.com,2020-06-03,PREMIUM
CUST0424,Customer 424,customer424@example.com,2021-01-06,PREMIUM
CUST0425,Customer 425,customer425@example.com,2021-11-10,VIP
CUST0426,Customer 426,customer426@example.com,2021-09-18,REGULAR
CUST0427,Customer 427,customer427@example.com,2022-10-08,VIP
